timestamp,site_id,solar_generation_kwh,wind_generation_kwh,energy_consumption_kwh,battery_soc,battery_charge_kwh,battery_discharge_kwh,grid_import_kwh,grid_export_kwh
2026-01-22T18:00:00+00:00,site_001,0.0,14.34,52.33,59.2,0.0,20.0,17.99,0.0
2026-01-22T19:00:00+00:00,site_001,0.0,12.57,53.55,39.2,0.0,20.0,20.98,0.0
2026-01-22T20:00:00+00:00,site_001,0.0,16.76,52.69,19.2,0.0,20.0,15.93,0.0
2026-01-22T21:00:00+00:00,site_001,0.0,16.0,52.92,10.0,0.0,9.2,27.72,0.0
2026-01-22T22:00:00+00:00,site_001,0.0,20.23,25.24,10.0,0.0,0.0,5.01,0.0
2026-01-22T23:00:00+00:00,site_001,0.0,18.83,24.55,10.0,0.0,0.0,5.72,0.0
2026-01-23T00:00:00+00:00,site_001,0.0,21.84,25.35,10.0,0.0,0.0,3.51,0.0
2026-01-23T01:00:00+00:00,site_001,0.0,21.85,24.84,10.0,0.0,0.0,2.99,0.0
2026-01-23T02:00:00+00:00,site_001,0.0,22.22,27.92,10.0,0.0,0.0,5.7,0.0
2026-01-23T03:00:00+00:00,site_001,0.0,16.17,24.41,10.0,0.0,0.0,8.24,0.0
2026-01-23T04:00:00+00:00,site_001,0.0,13.82,25.64,10.0,0.0,0.0,11.82,0.0
2026-01-23T05:00:00+00:00,site_001,0.0,17.85,27.08,10.0,0.0,0.0,9.23,0.0
2026-01-23T06:00:00+00:00,site_001,0.0,7.63,24.25,10.0,0.0,0.0,16.62,0.0
2026-01-23T07:00:00+00:00,site_001,14.14,13.05,46.77,10.0,0.0,0.0,19.58,0.0
2026-01-23T08:00:00+00:00,site_001,23.27,10.96,48.26,10.0,0.0,0.0,14.03,0.0
2026-01-23T09:00:00+00:00,site_001,34.84,8.58,45.36,10.0,0.0,0.0,1.94,0.0
2026-01-23T10:00:00+00:00,site_001,50.73,1.23,37.19,24.8,14.77,0.0,0.0,0.0
2026-01-23T11:00:00+00:00,site_001,57.18,1.23,37.26,44.8,20.0,0.0,0.0,1.15
2026-01-23T12:00:00+00:00,site_001,50.24,0.0,35.27,59.8,14.97,0.0,0.0,0.0
2026-01-23T13:00:00+00:00,site_001,50.74,1.36,39.97,71.9,12.13,0.0,0.0,0.0
2026-01-23T14:00:00+00:00,site_001,43.84,0.04,39.65,76.1,4.23,0.0,0.0,0.0
2026-01-23T15:00:00+00:00,site_001,40.72,7.45,38.96,85.3,9.21,0.0,0.0,0.0
2026-01-23T16:00:00+00:00,site_001,23.53,5.37,39.15,75.0,0.0,10.25,0.0,0.0
2026-01-23T17:00:00+00:00,site_001,14.35,5.7,55.03,55.0,0.0,20.0,14.98,0.0
2026-01-23T18:00:00+00:00,site_001,0.0,6.3,51.9,35.0,0.0,20.0,25.6,0.0
2026-01-23T19:00:00+00:00,site_001,0.0,10.75,55.67,15.0,0.0,20.0,24.92,0.0
2026-01-23T20:00:00+00:00,site_001,0.0,15.49,55.14,10.0,0.0,5.0,34.65,0.0
2026-01-23T21:00:00+00:00,site_001,0.0,16.83,52.06,10.0,0.0,0.0,35.23,0.0
2026-01-23T22:00:00+00:00,site_001,0.0,15.63,24.51,10.0,0.0,0.0,8.88,0.0
2026-01-23T23:00:00+00:00,site_001,0.0,13.97,25.1,10.0,0.0,0.0,11.13,0.0
2026-01-24T00:00:00+00:00,site_001,0.0,21.69,21.54,10.2,0.15,0.0,0.0,0.0
2026-01-24T01:00:00+00:00,site_001,0.0,14.6,23.78,10.0,0.0,0.2,8.98,0.0
2026-01-24T02:00:00+00:00,site_001,0.0,18.71,19.33,10.0,0.0,0.0,0.62,0.0
2026-01-24T03:00:00+00:00,site_001,0.0,16.71,20.46,10.0,0.0,0.0,3.75,0.0
2026-01-24T04:00:00+00:00,site_001,0.0,11.44,21.4,10.0,0.0,0.0,9.96,0.0
2026-01-24T05:00:00+00:00,site_001,0.0,14.34,20.45,10.0,0.0,0.0,6.11,0.0
2026-01-24T06:00:00+00:00,site_001,0.0,12.89,19.68,10.0,0.0,0.0,6.79,0.0
2026-01-24T07:00:00+00:00,site_001,15.43,4.99,35.53,10.0,0.0,0.0,15.11,0.0
2026-01-24T08:00:00+00:00,site_001,26.3,12.38,35.67,13.0,3.01,0.0,0.0,0.0
2026-01-24T09:00:00+00:00,site_001,35.96,5.65,36.08,18.5,5.53,0.0,0.0,0.0
2026-01-24T10:00:00+00:00,site_001,51.72,2.29,27.13,38.5,20.0,0.0,0.0,6.88
2026-01-24T11:00:00+00:00,site_001,54.89,2.45,30.71,58.5,20.0,0.0,0.0,6.63
2026-01-24T12:00:00+00:00,site_001,54.42,6.47,30.73,78.5,20.0,0.0,0.0,10.16
2026-01-24T13:00:00+00:00,site_001,48.28,0.0,29.78,97.0,18.5,0.0,0.0,0.0
2026-01-24T14:00:00+00:00,site_001,49.54,1.51,30.95,100.0,3.0,0.0,0.0,17.1
2026-01-24T15:00:00+00:00,site_001,36.75,7.9,30.21,100.0,0.0,0.0,0.0,14.44
2026-01-24T16:00:00+00:00,site_001,28.59,3.13,30.93,100.0,0.0,0.0,0.0,0.79
2026-01-24T17:00:00+00:00,site_001,13.42,7.24,37.99,82.7,0.0,17.33,0.0,0.0
2026-01-24T18:00:00+00:00,site_001,0.0,6.67,42.44,62.7,0.0,20.0,15.77,0.0
2026-01-24T19:00:00+00:00,site_001,0.0,13.34,42.72,42.7,0.0,20.0,9.38,0.0
2026-01-24T20:00:00+00:00,site_001,0.0,15.43,39.04,22.7,0.0,20.0,3.61,0.0
2026-01-24T21:00:00+00:00,site_001,0.0,19.09,38.73,10.0,0.0,12.7,6.94,0.0
2026-01-24T22:00:00+00:00,site_001,0.0,16.31,23.15,10.0,0.0,0.0,6.84,0.0
2026-01-24T23:00:00+00:00,site_001,0.0,22.15,20.91,11.2,1.24,0.0,0.0,0.0
2026-01-25T00:00:00+00:00,site_001,0.0,14.99,21.09,10.0,0.0,1.2,4.9,0.0
2026-01-25T01:00:00+00:00,site_001,0.0,22.39,22.97,10.0,0.0,0.0,0.58,0.0
2026-01-25T02:00:00+00:00,site_001,0.0,21.69,21.18,10.5,0.51,0.0,0.0,0.0
2026-01-25T03:00:00+00:00,site_001,0.0,21.29,21.73,10.1,0.0,0.44,0.0,0.0
2026-01-25T04:00:00+00:00,site_001,0.0,14.98,23.87,10.0,0.0,0.1,8.79,0.0
2026-01-25T05:00:00+00:00,site_001,0.0,13.38,23.26,10.0,0.0,0.0,9.88,0.0
2026-01-25T06:00:00+00:00,site_001,0.0,7.04,22.26,10.0,0.0,0.0,15.22,0.0
2026-01-25T07:00:00+00:00,site_001,14.84,9.76,34.51,10.0,0.0,0.0,9.91,0.0
2026-01-25T08:00:00+00:00,site_001,23.1,9.11,34.43,10.0,0.0,0.0,2.22,0.0
2026-01-25T09:00:00+00:00,site_001,38.21,5.21,36.35,17.1,7.07,0.0,0.0,0.0
2026-01-25T10:00:00+00:00,site_001,43.54,0.18,31.4,29.4,12.32,0.0,0.0,0.0
2026-01-25T11:00:00+00:00,site_001,48.57,8.99,28.42,49.4,20.0,0.0,0.0,9.14
2026-01-25T12:00:00+00:00,site_001,59.7,8.23,27.43,69.4,20.0,0.0,0.0,20.5
2026-01-25T13:00:00+00:00,site_001,52.7,2.64,31.06,89.4,20.0,0.0,0.0,4.28
2026-01-25T14:00:00+00:00,site_001,47.8,9.28,27.76,100.0,10.6,0.0,0.0,18.72
2026-01-25T15:00:00+00:00,site_001,38.26,8.76,27.22,100.0,0.0,0.0,0.0,19.8
2026-01-25T16:00:00+00:00,site_001,23.0,10.29,28.88,100.0,0.0,0.0,0.0,4.41
2026-01-25T17:00:00+00:00,site_001,13.13,9.98,40.8,82.3,0.0,17.69,0.0,0.0
2026-01-25T18:00:00+00:00,site_001,0.0,15.74,39.64,62.3,0.0,20.0,3.9,0.0
2026-01-25T19:00:00+00:00,site_001,0.0,15.82,40.64,42.3,0.0,20.0,4.82,0.0
2026-01-25T20:00:00+00:00,site_001,0.0,15.29,39.77,22.3,0.0,20.0,4.48,0.0
2026-01-25T21:00:00+00:00,site_001,0.0,18.05,39.02,10.0,0.0,12.3,8.67,0.0
2026-01-25T22:00:00+00:00,site_001,0.0,13.88,22.93,10.0,0.0,0.0,9.05,0.0
2026-01-25T23:00:00+00:00,site_001,0.0,18.48,21.18,10.0,0.0,0.0,2.7,0.0
2026-01-26T00:00:00+00:00,site_001,0.0,19.37,24.31,10.0,0.0,0.0,4.94,0.0
2026-01-26T01:00:00+00:00,site_001,0.0,16.1,25.23,10.0,0.0,0.0,9.13,0.0
2026-01-26T02:00:00+00:00,site_001,0.0,22.71,24.43,10.0,0.0,0.0,1.72,0.0
2026-01-26T03:00:00+00:00,site_001,0.0,20.72,25.46,10.0,0.0,0.0,4.74,0.0
2026-01-26T04:00:00+00:00,site_001,0.0,11.23,27.26,10.0,0.0,0.0,16.03,0.0
2026-01-26T05:00:00+00:00,site_001,0.0,12.71,27.49,10.0,0.0,0.0,14.78,0.0
2026-01-26T06:00:00+00:00,site_001,0.0,7.13,26.41,10.0,0.0,0.0,19.28,0.0
2026-01-26T07:00:00+00:00,site_001,14.93,7.5,45.74,10.0,0.0,0.0,23.31,0.0
2026-01-26T08:00:00+00:00,site_001,22.99,7.92,48.46,10.0,0.0,0.0,17.55,0.0
2026-01-26T09:00:00+00:00,site_001,40.85,8.06,48.64,10.3,0.27,0.0,0.0,0.0
2026-01-26T10:00:00+00:00,site_001,47.26,7.69,37.54,27.7,17.41,0.0,0.0,0.0
2026-01-26T11:00:00+00:00,site_001,45.23,1.02,35.69,38.3,10.56,0.0,0.0,0.0
2026-01-26T12:00:00+00:00,site_001,56.86,0.0,37.77,57.4,19.09,0.0,0.0,0.0
2026-01-26T13:00:00+00:00,site_001,48.81,7.04,37.76,75.5,18.09,0.0,0.0,0.0
2026-01-26T14:00:00+00:00,site_001,46.92,0.62,36.55,86.5,10.99,0.0,0.0,0.0
2026-01-26T15:00:00+00:00,site_001,42.42,8.14,37.63,99.4,12.93,0.0,0.0,0.0
2026-01-26T16:00:00+00:00,site_001,28.27,10.73,35.37,100.0,0.6,0.0,0.0,3.03
2026-01-26T17:00:00+00:00,site_001,15.42,10.73,53.75,80.0,0.0,20.0,7.6,0.0
2026-01-26T18:00:00+00:00,site_001,0.0,9.7,55.89,60.0,0.0,20.0,26.19,0.0
2026-01-26T19:00:00+00:00,site_001,0.0,15.99,54.7,40.0,0.0,20.0,18.71,0.0
2026-01-26T20:00:00+00:00,site_001,0.0,11.82,56.33,20.0,0.0,20.0,24.51,0.0
2026-01-26T21:00:00+00:00,site_001,0.0,15.88,56.05,10.0,0.0,10.0,30.17,0.0
2026-01-26T22:00:00+00:00,site_001,0.0,13.3,23.62,10.0,0.0,0.0,10.32,0.0
2026-01-26T23:00:00+00:00,site_001,0.0,15.02,23.82,10.0,0.0,0.0,8.8,0.0
2026-01-27T00:00:00+00:00,site_001,0.0,16.98,26.55,10.0,0.0,0.0,9.57,0.0
2026-01-27T01:00:00+00:00,site_001,0.0,16.95,27.7,10.0,0.0,0.0,10.75,0.0
2026-01-27T02:00:00+00:00,site_001,0.0,21.69,27.23,10.0,0.0,0.0,5.54,0.0
2026-01-27T03:00:00+00:00,site_001,0.0,14.06,26.18,10.0,0.0,0.0,12.12,0.0
2026-01-27T04:00:00+00:00,site_001,0.0,15.51,23.63,10.0,0.0,0.0,8.12,0.0
2026-01-27T05:00:00+00:00,site_001,0.0,11.22,25.67,10.0,0.0,0.0,14.45,0.0
2026-01-27T06:00:00+00:00,site_001,0.0,7.94,27.71,10.0,0.0,0.0,19.77,0.0
2026-01-27T07:00:00+00:00,site_001,12.25,10.9,47.6,10.0,0.0,0.0,24.45,0.0
2026-01-27T08:00:00+00:00,site_001,27.04,10.93,46.82,10.0,0.0,0.0,8.85,0.0
2026-01-27T09:00:00+00:00,site_001,40.57,1.23,44.23,10.0,0.0,0.0,2.43,0.0
2026-01-27T10:00:00+00:00,site_001,47.3,5.52,38.26,24.6,14.56,0.0,0.0,0.0
2026-01-27T11:00:00+00:00,site_001,54.58,3.17,38.19,44.2,19.56,0.0,0.0,0.0
2026-01-27T12:00:00+00:00,site_001,52.47,5.02,36.45,64.2,20.0,0.0,0.0,1.04
2026-01-27T13:00:00+00:00,site_001,57.33,3.84,39.02,84.2,20.0,0.0,0.0,2.15
2026-01-27T14:00:00+00:00,site_001,47.87,2.73,35.36,99.4,15.24,0.0,0.0,0.0
2026-01-27T15:00:00+00:00,site_001,32.46,5.34,37.42,99.8,0.38,0.0,0.0,0.0
2026-01-27T16:00:00+00:00,site_001,24.03,8.57,36.56,95.8,0.0,3.96,0.0,0.0
2026-01-27T17:00:00+00:00,site_001,14.44,11.65,55.8,75.8,0.0,20.0,9.71,0.0
2026-01-27T18:00:00+00:00,site_001,0.0,7.56,53.35,55.8,0.0,20.0,25.79,0.0
2026-01-27T19:00:00+00:00,site_001,0.0,13.81,53.1,35.8,0.0,20.0,19.29,0.0
2026-01-27T20:00:00+00:00,site_001,0.0,14.66,52.84,15.8,0.0,20.0,18.18,0.0
2026-01-27T21:00:00+00:00,site_001,0.0,14.03,51.98,10.0,0.0,5.8,32.15,0.0
2026-01-27T22:00:00+00:00,site_001,0.0,15.65,24.92,10.0,0.0,0.0,9.27,0.0
2026-01-27T23:00:00+00:00,site_001,0.0,19.65,24.24,10.0,0.0,0.0,4.59,0.0
2026-01-28T00:00:00+00:00,site_001,0.0,22.4,23.8,10.0,0.0,0.0,1.4,0.0
2026-01-28T01:00:00+00:00,site_001,0.0,16.77,25.89,10.0,0.0,0.0,9.12,0.0
2026-01-28T02:00:00+00:00,site_001,0.0,15.87,26.82,10.0,0.0,0.0,10.95,0.0
2026-01-28T03:00:00+00:00,site_001,0.0,16.54,25.57,10.0,0.0,0.0,9.03,0.0
2026-01-28T04:00:00+00:00,site_001,0.0,14.99,24.54,10.0,0.0,0.0,9.55,0.0
2026-01-28T05:00:00+00:00,site_001,0.0,8.42,27.73,10.0,0.0,0.0,19.31,0.0
2026-01-28T06:00:00+00:00,site_001,0.0,15.92,24.08,10.0,0.0,0.0,8.16,0.0
2026-01-28T07:00:00+00:00,site_001,13.02,4.81,46.47,10.0,0.0,0.0,28.64,0.0
2026-01-28T08:00:00+00:00,site_001,29.12,9.04,46.35,10.0,0.0,0.0,8.19,0.0
2026-01-28T09:00:00+00:00,site_001,37.51,9.42,46.15,10.8,0.78,0.0,0.0,0.0
2026-01-28T10:00:00+00:00,site_001,50.43,7.03,38.82,29.4,18.64,0.0,0.0,0.0
2026-01-28T11:00:00+00:00,site_001,48.77,3.01,37.85,43.3,13.93,0.0,0.0,0.0
2026-01-28T12:00:00+00:00,site_001,47.92,4.28,35.37,60.1,16.83,0.0,0.0,0.0
2026-01-28T13:00:00+00:00,site_001,50.77,6.65,36.4,80.1,20.0,0.0,0.0,1.02
2026-01-28T14:00:00+00:00,site_001,51.82,6.56,35.59,100.0,19.9,0.0,0.0,2.89
2026-01-28T15:00:00+00:00,site_001,42.16,4.89,38.97,100.0,0.0,0.0,0.0,8.08
2026-01-28T16:00:00+00:00,site_001,25.04,11.89,38.77,98.2,0.0,1.84,0.0,0.0
2026-01-28T17:00:00+00:00,site_001,12.42,9.4,54.0,78.2,0.0,20.0,12.18,0.0
2026-01-28T18:00:00+00:00,site_001,0.0,7.62,53.17,58.2,0.0,20.0,25.55,0.0
2026-01-28T19:00:00+00:00,site_001,0.0,12.93,53.78,38.2,0.0,20.0,20.85,0.0
2026-01-28T20:00:00+00:00,site_001,0.0,16.06,54.08,18.2,0.0,20.0,18.02,0.0
2026-01-28T21:00:00+00:00,site_001,0.0,14.83,54.57,10.0,0.0,8.2,31.54,0.0
2026-01-28T22:00:00+00:00,site_001,0.0,14.37,27.95,10.0,0.0,0.0,13.58,0.0
2026-01-28T23:00:00+00:00,site_001,0.0,20.89,24.5,10.0,0.0,0.0,3.61,0.0
2026-01-29T00:00:00+00:00,site_001,0.0,17.11,27.14,10.0,0.0,0.0,10.03,0.0
2026-01-29T01:00:00+00:00,site_001,0.0,18.82,26.54,10.0,0.0,0.0,7.72,0.0
2026-01-29T02:00:00+00:00,site_001,0.0,15.74,27.08,10.0,0.0,0.0,11.34,0.0
2026-01-29T03:00:00+00:00,site_001,0.0,15.24,26.37,10.0,0.0,0.0,11.13,0.0
2026-01-29T04:00:00+00:00,site_001,0.0,19.8,25.92,10.0,0.0,0.0,6.12,0.0
2026-01-29T05:00:00+00:00,site_001,0.0,16.16,26.63,10.0,0.0,0.0,10.47,0.0
2026-01-29T06:00:00+00:00,site_001,0.0,6.52,25.37,10.0,0.0,0.0,18.85,0.0
2026-01-29T07:00:00+00:00,site_001,15.4,12.14,47.88,10.0,0.0,0.0,20.34,0.0
2026-01-29T08:00:00+00:00,site_001,26.83,9.71,46.92,10.0,0.0,0.0,10.38,0.0
2026-01-29T09:00:00+00:00,site_001,33.63,7.24,47.1,10.0,0.0,0.0,6.23,0.0
2026-01-29T10:00:00+00:00,site_001,49.9,1.23,38.4,22.7,12.73,0.0,0.0,0.0
2026-01-29T11:00:00+00:00,site_001,43.92,8.49,35.55,39.6,16.86,0.0,0.0,0.0
2026-01-29T12:00:00+00:00,site_001,45.28,1.89,35.76,51.0,11.41,0.0,0.0,0.0
2026-01-29T13:00:00+00:00,site_001,53.47,3.11,38.87,68.7,17.71,0.0,0.0,0.0
2026-01-29T14:00:00+00:00,site_001,50.93,8.48,38.68,88.7,20.0,0.0,0.0,0.73
2026-01-29T15:00:00+00:00,site_001,32.48,2.33,36.04,87.5,0.0,1.23,0.0,0.0
2026-01-29T16:00:00+00:00,site_001,24.94,9.12,37.63,83.9,0.0,3.57,0.0,0.0
2026-01-29T17:00:00+00:00,site_001,12.86,6.04,56.06,63.9,0.0,20.0,17.16,0.0
2026-01-29T18:00:00+00:00,site_001,0.0,9.79,55.36,43.9,0.0,20.0,25.57,0.0
2026-01-29T19:00:00+00:00,site_001,0.0,15.4,54.72,23.9,0.0,20.0,19.32,0.0
2026-01-29T20:00:00+00:00,site_001,0.0,16.93,54.55,10.0,0.0,13.9,23.72,0.0
2026-01-29T21:00:00+00:00,site_001,0.0,13.48,52.73,10.0,0.0,0.0,39.25,0.0
2026-01-29T22:00:00+00:00,site_001,0.0,18.33,24.12,10.0,0.0,0.0,5.79,0.0
2026-01-29T23:00:00+00:00,site_001,0.0,23.22,24.49,10.0,0.0,0.0,1.27,0.0
2026-01-30T00:00:00+00:00,site_001,0.0,16.64,24.04,10.0,0.0,0.0,7.4,0.0
2026-01-30T01:00:00+00:00,site_001,0.0,20.54,24.59,10.0,0.0,0.0,4.05,0.0
2026-01-30T02:00:00+00:00,site_001,0.0,16.23,27.67,10.0,0.0,0.0,11.44,0.0
2026-01-30T03:00:00+00:00,site_001,0.0,19.51,24.37,10.0,0.0,0.0,4.86,0.0
2026-01-30T04:00:00+00:00,site_001,0.0,11.22,26.38,10.0,0.0,0.0,15.16,0.0
2026-01-30T05:00:00+00:00,site_001,0.0,11.99,27.9,10.0,0.0,0.0,15.91,0.0
2026-01-30T06:00:00+00:00,site_001,0.0,15.8,27.02,10.0,0.0,0.0,11.22,0.0
2026-01-30T07:00:00+00:00,site_001,12.77,7.19,47.57,10.0,0.0,0.0,27.61,0.0
2026-01-30T08:00:00+00:00,site_001,25.1,6.92,45.28,10.0,0.0,0.0,13.26,0.0
2026-01-30T09:00:00+00:00,site_001,36.9,2.97,46.69,10.0,0.0,0.0,6.82,0.0
2026-01-30T10:00:00+00:00,site_001,51.09,6.72,35.69,30.0,20.0,0.0,0.0,2.12
2026-01-30T11:00:00+00:00,site_001,52.39,4.87,36.21,50.0,20.0,0.0,0.0,1.05
2026-01-30T12:00:00+00:00,site_001,55.05,4.06,38.19,70.0,20.0,0.0,0.0,0.92
2026-01-30T13:00:00+00:00,site_001,44.23,3.14,38.59,78.8,8.78,0.0,0.0,0.0
2026-01-30T14:00:00+00:00,site_001,40.28,7.46,35.03,91.5,12.71,0.0,0.0,0.0
2026-01-30T15:00:00+00:00,site_001,37.66,10.24,37.03,100.0,8.5,0.0,0.0,2.37
2026-01-30T16:00:00+00:00,site_001,29.51,11.28,37.39,100.0,0.0,0.0,0.0,3.4
2026-01-30T17:00:00+00:00,site_001,12.42,13.95,53.11,80.0,0.0,20.0,6.74,0.0
2026-01-30T18:00:00+00:00,site_001,0.0,15.33,51.95,60.0,0.0,20.0,16.62,0.0
2026-01-30T19:00:00+00:00,site_001,0.0,13.93,54.18,40.0,0.0,20.0,20.25,0.0
2026-01-30T20:00:00+00:00,site_001,0.0,17.23,56.18,20.0,0.0,20.0,18.95,0.0
2026-01-30T21:00:00+00:00,site_001,0.0,20.69,52.38,10.0,0.0,10.0,21.69,0.0
2026-01-30T22:00:00+00:00,site_001,0.0,21.57,23.88,10.0,0.0,0.0,2.31,0.0
2026-01-30T23:00:00+00:00,site_001,0.0,22.69,27.99,10.0,0.0,0.0,5.3,0.0
2026-01-01T00:00:00+00:00,site_002,0.0,35.44,60.48,37.5,0.0,25.04,0.0,0.0
2026-01-01T01:00:00+00:00,site_002,0.0,45.72,62.81,29.0,0.0,17.09,0.0,0.0
2026-01-01T02:00:00+00:00,site_002,0.0,44.01,62.38,19.8,0.0,18.37,0.0,0.0
2026-01-01T03:00:00+00:00,site_002,0.0,23.29,60.84,10.0,0.0,19.6,17.95,0.0
2026-01-01T04:00:00+00:00,site_002,0.0,22.15,62.91,10.0,0.0,0.0,40.76,0.0
2026-01-01T05:00:00+00:00,site_002,0.0,22.07,62.95,10.0,0.0,0.0,40.88,0.0
2026-01-01T06:00:00+00:00,site_002,0.0,22.38,62.69,10.0,0.0,0.0,40.31,0.0
2026-01-01T07:00:00+00:00,site_002,29.9,17.98,93.96,10.0,0.0,0.0,46.08,0.0
2026-01-01T08:00:00+00:00,site_002,46.69,8.25,95.29,10.0,0.0,0.0,40.35,0.0
2026-01-01T09:00:00+00:00,site_002,69.1,5.62,96.68,10.0,0.0,0.0,21.96,0.0
2026-01-01T10:00:00+00:00,site_002,98.49,10.87,81.79,23.8,27.57,0.0,0.0,0.0
2026-01-01T11:00:00+00:00,site_002,92.02,15.13,82.49,36.1,24.66,0.0,0.0,0.0
2026-01-01T12:00:00+00:00,site_002,114.81,7.81,78.43,56.1,40.0,0.0,0.0,4.19
2026-01-01T13:00:00+00:00,site_002,106.33,1.71,78.7,70.8,29.34,0.0,0.0,0.0
2026-01-01T14:00:00+00:00,site_002,86.35,4.47,79.3,76.6,11.52,0.0,0.0,0.0
2026-01-01T15:00:00+00:00,site_002,68.64,16.97,82.77,78.0,2.84,0.0,0.0,0.0
2026-01-01T16:00:00+00:00,site_002,49.53,19.46,78.06,73.5,0.0,9.07,0.0,0.0
2026-01-01T17:00:00+00:00,site_002,28.37,22.47,105.81,53.5,0.0,40.0,14.97,0.0
2026-01-01T18:00:00+00:00,site_002,0.0,18.64,107.53,33.5,0.0,40.0,48.89,0.0
2026-01-01T19:00:00+00:00,site_002,0.0,26.43,109.98,13.5,0.0,40.0,43.55,0.0
2026-01-01T20:00:00+00:00,site_002,0.0,34.07,107.05,10.0,0.0,7.0,65.98,0.0
2026-01-01T21:00:00+00:00,site_002,0.0,25.45,110.08,10.0,0.0,0.0,84.63,0.0
2026-01-01T22:00:00+00:00,site_002,0.0,31.39,61.07,10.0,0.0,0.0,29.68,0.0
2026-01-01T23:00:00+00:00,site_002,0.0,31.37,58.67,10.0,0.0,0.0,27.3,0.0
2026-01-02T00:00:00+00:00,site_002,0.0,30.56,61.74,10.0,0.0,0.0,31.18,0.0
2026-01-02T01:00:00+00:00,site_002,0.0,39.1,60.08,10.0,0.0,0.0,20.98,0.0
2026-01-02T02:00:00+00:00,site_002,0.0,36.48,60.35,10.0,0.0,0.0,23.87,0.0
2026-01-02T03:00:00+00:00,site_002,0.0,33.86,61.32,10.0,0.0,0.0,27.46,0.0
2026-01-02T04:00:00+00:00,site_002,0.0,24.37,59.24,10.0,0.0,0.0,34.87,0.0
2026-01-02T05:00:00+00:00,site_002,0.0,31.48,62.37,10.0,0.0,0.0,30.89,0.0
2026-01-02T06:00:00+00:00,site_002,0.0,21.43,61.52,10.0,0.0,0.0,40.09,0.0
2026-01-02T07:00:00+00:00,site_002,23.9,19.9,93.31,10.0,0.0,0.0,49.51,0.0
2026-01-02T08:00:00+00:00,site_002,53.21,15.11,95.86,10.0,0.0,0.0,27.54,0.0
2026-01-02T09:00:00+00:00,site_002,66.82,8.46,95.6,10.0,0.0,0.0,20.32,0.0
2026-01-02T10:00:00+00:00,site_002,80.96,3.62,80.92,11.8,3.66,0.0,0.0,0.0
2026-01-02T11:00:00+00:00,site_002,89.57,8.22,82.04,19.7,15.75,0.0,0.0,0.0
2026-01-02T12:00:00+00:00,site_002,103.6,7.76,80.28,35.2,31.08,0.0,0.0,0.0
2026-01-02T13:00:00+00:00,site_002,88.61,7.26,82.03,42.1,13.84,0.0,0.0,0.0
2026-01-02T14:00:00+00:00,site_002,96.73,7.43,82.08,53.1,22.08,0.0,0.0,0.0
2026-01-02T15:00:00+00:00,site_002,79.46,13.46,78.23,60.4,14.69,0.0,0.0,0.0
2026-01-02T16:00:00+00:00,site_002,50.17,6.28,82.97,47.1,0.0,26.52,0.0,0.0
2026-01-02T17:00:00+00:00,site_002,30.55,10.0,110.17,27.1,0.0,40.0,29.62,0.0
2026-01-02T18:00:00+00:00,site_002,0.0,20.68,109.34,10.0,0.0,34.2,54.46,0.0
2026-01-02T19:00:00+00:00,site_002,0.0,31.7,110.39,10.0,0.0,0.0,78.69,0.0
2026-01-02T20:00:00+00:00,site_002,0.0,32.92,107.6,10.0,0.0,0.0,74.68,0.0
2026-01-02T21:00:00+00:00,site_002,0.0,42.96,107.41,10.0,0.0,0.0,64.45,0.0
2026-01-02T22:00:00+00:00,site_002,0.0,42.88,62.53,10.0,0.0,0.0,19.65,0.0
2026-01-02T23:00:00+00:00,site_002,0.0,34.5,61.41,10.0,0.0,0.0,26.91,0.0
2026-01-03T00:00:00+00:00,site_002,0.0,40.74,51.7,10.0,0.0,0.0,10.96,0.0
2026-01-03T01:00:00+00:00,site_002,0.0,40.06,50.74,10.0,0.0,0.0,10.68,0.0
2026-01-03T02:00:00+00:00,site_002,0.0,29.06,51.69,10.0,0.0,0.0,22.63,0.0
2026-01-03T03:00:00+00:00,site_002,0.0,33.68,52.64,10.0,0.0,0.0,18.96,0.0
2026-01-03T04:00:00+00:00,site_002,0.0,24.45,49.02,10.0,0.0,0.0,24.57,0.0
2026-01-03T05:00:00+00:00,site_002,0.0,16.84,50.49,10.0,0.0,0.0,33.65,0.0
2026-01-03T06:00:00+00:00,site_002,0.0,23.39,51.66,10.0,0.0,0.0,28.27,0.0
2026-01-03T07:00:00+00:00,site_002,29.69,13.57,73.48,10.0,0.0,0.0,30.22,0.0
2026-01-03T08:00:00+00:00,site_002,49.13,23.75,75.38,10.0,0.0,0.0,2.5,0.0
2026-01-03T09:00:00+00:00,site_002,66.03,18.08,73.85,15.1,10.26,0.0,0.0,0.0
2026-01-03T10:00:00+00:00,site_002,97.84,17.18,62.08,35.1,40.0,0.0,0.0,12.94
2026-01-03T11:00:00+00:00,site_002,92.91,0.03,62.17,50.5,30.77,0.0,0.0,0.0
2026-01-03T12:00:00+00:00,site_002,107.93,11.57,62.24,70.5,40.0,0.0,0.0,17.26
2026-01-03T13:00:00+00:00,site_002,108.39,6.06,63.17,90.5,40.0,0.0,0.0,11.28
2026-01-03T14:00:00+00:00,site_002,83.59,16.78,62.28,100.0,19.0,0.0,0.0,19.09
2026-01-03T15:00:00+00:00,site_002,74.33,7.68,66.08,100.0,0.0,0.0,0.0,15.93
